Date,NVDA,AMD,INTC,GOOGL,MSFT,CRM,ORCL,OKTA,ZS,CRWD,DDOG,NET,AAPL,META,AMZN,IBM,ADBE,NOW,SHOP,TWLO,MDB,PYPL,ANET,PANW,SP500,NASDAQ,Dow_Jones,Russell2000,VIX,VVIX,NASDAQ_VIX,Treasury_10Y,Treasury_3M,Treasury_5Y,Treasury_30Y,Yield_Curve_Slope,Yield_Curve_Inverted,Software_ETF,Cloud_Computing_ETF,Global_Robotics_ETF,Taiwan_ETF,South_Korea_ETF,ARK_Next_Gen_Internet,Semiconductor_ETF,China_Large_Cap_ETF,Japan_ETF,Cybersecurity_ETF,ARK_Autonomous_Tech,NASDAQ_100_ETF,AI_Robotics_ETF,Global_Cloud_ETF,Tech_Sector_ETF,Real_Estate_ETF,ARK_Innovation,Dollar_Index,Dollar_Strength,Gold,Silver,Copper,Oil_WTI,Natural_Gas,Gold_Oil_Ratio,Bitcoin,Ethereum,Crypto_Tech_Corr_20d,Pandemic_Period,AI_Boom_Period,Fed_Hike_Period,Tech_Bear_2022,Banking_Crisis_2023,Day_of_Week,Day_of_Month,Week_of_Year,Month,Quarter,Year,Is_Month_End,Is_Quarter_End,Earnings_Season,Options_Expiry_Week,Emerging_Markets_Bonds,PHLX_Semi_Index,Investment_Grade_Bonds,BIDU,First_Trust_NASDAQ,ASML,TSM,High_Yield_Bonds,Long_Term_Treasury,BABA,High_Volatility_Regime,Extreme_Fear,VIX_MA20,VIX_vs_MA,Vol_of_Vol_Ratio,Semi_vs_Tech_Ratio,Small_vs_Large_Caps,NASDAQ_MA5,NASDAQ_MA20,NASDAQ_Momentum,Dollar_MA20,Credit_Spread_Proxy
2019-01-02,3.377354145050049,18.829999923706055,40.51804733276367,52.372779846191406,94.61260223388672,134.13897705078125,40.7545166015625,63.2599983215332,39.810001373291016,,,,37.538818359375,134.84869384765625,76.95649719238281,81.1935043334961,224.57000732421875,178.32000732421875,13.760000228881836,86.97000122070312,79.94999694824219,85.5522232055664,13.159375190734863,30.53499984741211,2510.030029296875,6665.93994140625,23346.240234375,1355.9100341796875,23.219999313354492,81.66000366210938,30.09000015258789,2.6610000133514404,2.365000009536743,2.503000020980835,2.9820001125335693,0.29600000381469727,0,34.30535125732422,47.4715690612793,32.209232330322266,21.27231216430664,51.93058395385742,40.784061431884766,41.861358642578125,33.204471588134766,45.41398620605469,32.50615692138672,29.076749801635742,148.4185028076172,16.465253829956055,,58.22477722167969,56.62909698486328,36.0933837890625,96.81999969482422,,1281.0,15.541999816894531,2.625,46.540000915527344,2.9579999446868896,27.52470938548294,3943.409423828125,155.0476837158203,,0,0,0,0,0,2,2,1,1,1,2019,0,0,1,0,75.3753662109375,49.260066986083984,89.15446472167969,162.25,67.23229217529297,145.7334747314453,31.32158088684082,56.46015548706055,101.31037902832031,129.82330322265625,1,0,,,3.5167961273428783,0.7189612505205305,0.5401967380284742,,,,,0.5572988279046678
2019-01-03,3.173304796218872,17.049999237060547,38.28904342651367,50.922279357910156,91.1319808959961,129.04258728027344,40.35797882080078,59.560001373291016,39.31999969482422,,,,33.7996711730957,130.93284606933594,75.01399993896484,79.57257843017578,215.6999969482422,169.1199951171875,12.979000091552734,81.25,75.88999938964844,81.90066528320312,12.475000381469727,29.950000762939453,2447.889892578125,6463.5,22686.220703125,1330.8299560546875,25.450000762939453,83.80000305175781,32.18000030517578,2.553999900817871,2.3550000190734863,2.368000030517578,2.9000000953674316,0.19899988174438477,0,33.226226806640625,46.370784759521484,31.143482208251953,20.605852127075195,50.812740325927734,39.276031494140625,39.347389221191406,32.630496978759766,45.15595245361328,31.633121490478516,27.962387084960938,143.56959533691406,16.024744033813477,,55.286312103271484,57.025001525878906,34.90699005126953,96.30999755859375,,1291.800048828125,15.706000328063965,2.570499897003174,47.09000015258789,2.944999933242798,27.43257686647369,3836.7412109375,149.135009765625,,0,0,0,0,0,3,3,1,1,1,2019,0,0,1,0,75.69451904296875,46.3871955871582,89.19387817382812,154.7100067138672,63.94978713989258,137.69618225097656,29.469043731689453,56.48804473876953,102.46324157714844,124.03016662597656,1,0,,,3.292730865996209,0.7117021867490974,0.5436641411403735,,,,,0.551300582231117
2019-01-04,3.376610040664673,19.0,40.63853454589844,53.53426742553711,95.3704833984375,136.5238800048828,42.097381591796875,63.150001525878906,41.77000045776367,,,,35.2425651550293,137.10479736328125,78.76950073242188,82.68050384521484,226.19000244140625,179.22999572753906,13.805999755859375,88.55000305175781,81.7300033569336,86.0710220336914,12.654375076293945,30.731666564941406,2531.93994140625,6738.85986328125,23433.16015625,1380.75,21.3799991607666,84.44000244140625,28.56999969482422,2.6589999198913574,2.3580000400543213,2.4820001125335693,2.9739999771118164,0.30099987983703613,0,34.75051498413086,48.31682205200195,32.347381591796875,21.0070858001709,52.42243576049805,41.744590759277344,41.18048858642578,33.73560333251953,46.68635559082031,32.709877014160156,29.241004943847656,149.7122039794922,16.53377342224121,,57.736602783203125,57.692596435546875,37.06758117675781,96.19000244140625,,1282.699951171875,15.694999694824219,2.6514999866485596,47.959999084472656,3.0439999103546143,26.74520382939617,3857.717529296875,154.58193969726562,,0,0,0,0,0,4,4,1,1,1,2019,0,0,1,0,76.26758575439453,48.480247497558594,89.13874053955078,160.9499969482422,66.7703857421875,143.65420532226562,29.992212295532227,57.43614196777344,101.2772216796875,132.71987915039062,1,0,,,3.9494857696888035,0.7132475171955581,0.545332840412133,,,,,0.5671180648046255
2019-01-07,3.555370569229126,20.56999969482422,40.8278694152832,53.42750549316406,95.49211883544922,140.7395477294922,42.76430130004883,66.2699966430664,43.560001373291016,,,,35.16412353515625,137.20416259765625,81.47550201416016,83.26541900634766,229.25999450683594,186.6699981689453,14.439000129699707,96.9800033569336,85.69999694824219,86.72950744628906,13.119999885559082,31.225000381469727,2549.68994140625,6823.47021484375,23531.349609375,1405.3699951171875,21.399999618530273,82.73999786376953,28.530000686645508,2.681999921798706,2.3529999256134033,2.5190000534057617,2.9779999256134033,0.32899999618530273,0,35.44210433959961,49.11293029785156,32.870391845703125,21.190702438354492,52.61917495727539,43.22380828857422,41.97562789916992,33.81270980834961,46.80202865600586,33.42769241333008,29.92949104309082,151.4945831298828,16.80786895751953,,58.25293731689453,58.25928497314453,38.67837905883789,95.70999908447266,,1286.800048828125,15.668999671936035,2.6410000324249268,48.52000045776367,2.944000005722046,26.521023014999262,4025.248291015625,151.69921875,,0,0,0,0,0,0,7,2,1,1,2019,0,0,1,0,76.593994140625,49.37548828125,89.14663696289062,162.60000610351562,67.84162902832031,146.93621826171875,30.215198516845703,57.99382781982422,100.97862243652344,135.9013671875,1,0,,,3.8663551092835027,0.7205753019941904,0.5511925086632585,,,,,0.574317874620244
2019-01-08,3.466858148574829,20.75,41.0860481262207,53.89677429199219,96.18448638916016,144.20309448242188,43.1518440246582,68.9000015258789,43.97999954223633,,,,35.83445739746094,141.65673828125,82.8290023803711,84.44940185546875,232.67999267578125,188.11000061035156,14.543999671936035,97.5999984741211,89.98999786376953,88.49542236328125,13.392499923706055,31.738332748413086,2574.409912109375,6897.0,23787.44921875,1426.550048828125,20.469999313354492,82.41000366210938,27.65999984741211,2.7160000801086426,2.4000000953674316,2.571000099182129,2.993000030517578,0.31599998474121094,0,36.004520416259766,49.879547119140625,33.294715881347656,21.143098831176758,52.028953552246094,43.704071044921875,41.73280334472656,33.9669075012207,47.02447509765625,34.13582992553711,30.204885482788086,152.86489868164062,17.033018112182617,,58.74112319946289,59.4625129699707,38.794124603271484,95.9000015258789,,1283.199951171875,15.62600040435791,2.6605000495910645,49.779998779296875,2.9670000076293945,25.77742030209828,4030.847900390625,150.35963439941406,,0,0,0,0,0,1,8,2,1,1,2019,0,0,1,0,76.53598022460938,49.1602668762207,89.34351348876953,163.39999389648438,68.16594696044922,145.85467529296875,29.966472625732422,58.37028884887695,100.7132339477539,139.4057159423828,1,0,,,4.02589186255349,0.7104529343611216,0.5541270028980207,6717.75400390625,,,,0.5795692041738744
2019-01-09,3.5350401401519775,20.190000534057617,41.318416595458984,53.71204376220703,97.55989837646484,144.47030639648438,43.061710357666016,68.77999877929688,44.880001068115234,,,,36.442989349365234,143.3463134765625,82.97100067138672,85.05548858642578,235.42999267578125,190.47000122070312,14.862000465393066,96.41000366210938,86.62000274658203,89.34346771240234,13.559374809265137,32.185001373291016,2584.9599609375,6957.080078125,23879.119140625,1438.81005859375,19.979999542236328,86.62000274658203,26.420000076293945,2.7279999256134033,2.390000104904175,2.559000015258789,3.0239999294281006,0.3379998207092285,0,36.2449951171875,50.302181243896484,33.84732437133789,21.537534713745117,53.35248565673828,44.501312255859375,42.79933166503906,34.54944610595703,47.282501220703125,34.397735595703125,30.85403060913086,154.11068725585938,17.277746200561523,,59.501556396484375,59.377113342285156,40.00945281982422,95.22000122070312,,1289.300048828125,15.652999877929688,2.6619999408721924,52.36000061035156,2.9839999675750732,24.623759239858195,4035.29638671875,150.80311584472656,,0,0,0,0,0,2,9,2,1,1,2019,0,0,1,0,76.67377471923828,50.42357635498047,89.68231201171875,166.63999938964844,69.41409301757812,151.90589904785156,30.541109085083008,58.43999099731445,100.5556411743164,144.2776641845703,0,0,,,4.335335572129187,0.7192976832378765,0.5566082571243888,6775.98203125,,,,0.5811706863467447
2019-01-10,3.6007421016693115,19.739999771118164,41.79176330566406,53.57200622558594,96.93302917480469,145.50933837890625,43.09777069091797,68.83999633789062,45.40999984741211,,,,36.5594596862793,143.31649780273438,82.81099700927734,85.83069610595703,237.77000427246094,190.0,14.82699966430664,96.19999694824219,75.19999694824219,90.49080657958984,13.6225004196167,32.66666793823242,2596.639892578125,6986.06982421875,24001.919921875,1445.4300537109375,19.5,86.3499984741211,25.90999984741211,2.7309999465942383,2.375,2.559000015258789,3.0510001182556152,0.3559999465942383,0,36.43776321411133,50.498741149902344,33.99534606933594,21.673547744750977,53.56711196899414,44.914337158203125,43.24213409423828,34.75503921508789,47.56723403930664,34.3492431640625,30.844194412231445,154.55148315429688,17.277746200561523,,59.76442337036133,60.18443298339844,40.212005615234375,95.54000091552734,,1284.699951171875,15.560999870300293,2.6435000896453857,52.59000015258789,2.9690001010894775,24.428597593541866,3678.924560546875,128.62518310546875,,0,0,0,0,0,3,10,2,1,1,2019,0,0,1,0,76.53598022460938,50.86962890625,89.44591522216797,168.35000610351562,69.8563461303711,151.61685180664062,31.23581314086914,58.67005920410156,99.9087142944336,144.05923461914062,0,0,,,4.4282050499549275,0.7235430655168529,0.5566540273229084,6880.49599609375,,,,0.5872366551650275
2019-01-11,3.6899983882904053,20.270000457763672,42.11019515991211,52.858924865722656,96.18448638916016,146.01405334472656,43.5213623046875,68.41000366210938,45.20000076293945,,,,36.200523376464844,142.91896057128906,82.02799987792969,85.5981216430664,237.5500030517578,191.69000244140625,14.942999839782715,96.83000183105469,74.4800033569336,90.44092559814453,13.631250381469727,32.66166687011719,2596.260009765625,6971.47998046875,23995.94921875,1447.3800048828125,18.190000534057617,83.8499984741211,24.780000686645508,2.7009999752044678,2.369999885559082,2.5250000953674316,3.0369999408721924,0.33100008964538574,0,36.31851577758789,50.46925735473633,33.84732437133789,21.646345138549805,53.522396087646484,45.039207458496094,43.5992317199707,34.60084533691406,47.01557922363281,34.32014083862305,30.834360122680664,153.98611450195312,17.111331939697266,,59.65176010131836,60.35520935058594,40.2988166809082,95.66999816894531,,1287.0999755859375,15.57699966430664,2.6695001125335693,51.59000015258789,3.0989999771118164,24.94863290907304,3687.365478515625,127.54832458496094,,0,0,0,0,0,4,11,2,1,1,2019,0,0,1,0,76.54319763183594,51.41550827026367,89.61140441894531,166.11000061035156,69.96444702148438,151.06678771972656,31.39876937866211,58.4818229675293,100.2984848022461,143.70787048339844,0,0,,,4.609675426733855,0.7308959810392438,0.5574865381119796,6927.02001953125,,,,0.5830778309645975
2019-01-14,3.7299163341522217,20.229999542236328,41.61103820800781,52.21536636352539,95.4827651977539,144.52967834472656,43.42222595214844,70.4800033569336,45.0099983215332,,,,35.65618133544922,144.49920654296875,80.8604965209961,84.84405517578125,234.55999755859375,188.39999389648438,14.90999984741211,97.76000213623047,73.73999786376953,90.221435546875,13.473750114440918,32.48833465576172,2582.610107421875,6905.919921875,23909.83984375,1432.81005859375,19.06999969482422,83.01000213623047,25.739999771118164,2.7100000381469727,2.359999895095825,2.5290000438690186,3.059999942779541,0.35000014305114746,0,35.93099594116211,50.11543273925781,33.60062026977539,21.36751937866211,52.914283752441406,44.6165771484375,42.851707458496094,34.18963623046875,46.84652328491211,33.9127197265625,30.391759872436523,152.6253662109375,17.00365447998047,,59.09787368774414,60.153385162353516,39.57540512084961,95.58999633789062,,1289.0999755859375,15.609000205993652,2.6454999446868896,50.5099983215332,3.5910000801086426,25.521679240214386,3706.05224609375,129.0687255859375,,0,0,0,0,0,0,14,3,1,1,2019,0,0,1,0,76.45619201660156,50.579532623291016,89.37504577636719,163.02999877929688,69.08978271484375,147.96185302734375,30.66975975036621,58.29360580444336,99.92529296875,141.760986328125,0,0,,,4.352910512041602,0.725097279893892,0.5547914702556754,6943.5099609375,,,,0.5833718778555268
2019-01-15,3.7157845497131348,20.3799991607666,41.826194763183594,53.9533805847168,98.25226593017578,147.63699340820312,43.77510070800781,72.44000244140625,45.31999969482422,,,,36.38594055175781,148.0373992919922,83.72799682617188,85.78842163085938,242.36000061035156,188.35000610351562,15.430000305175781,100.44999694824219,78.4000015258789,91.38873291015625,13.928125381469727,33.36166763305664,2610.300048828125,7023.830078125,24065.58984375,1445.219970703125,18.600000381469727,81.38999938964844,23.65999984741211,2.7109999656677246,2.382999897003174,2.5269999504089355,3.071000099182129,0.3280000686645508,0,36.586814880371094,51.147422790527344,34.12363052368164,21.58513832092285,53.66547393798828,45.4714469909668,42.965980529785156,34.523738861083984,47.41598129272461,34.51415252685547,31.126474380493164,155.60560607910156,17.385425567626953,,59.9897346496582,60.727821350097656,40.78109359741211,95.97000122070312,,1286.199951171875,15.545999526977539,2.6505000591278076,52.11000061035156,3.500999927520752,24.682401383744633,3630.67529296875,122.03271484375,,0,0,0,0,0,1,15,3,1,1,2019,0,0,1,0,76.71727752685547,50.726139068603516,89.43016815185547,167.92999267578125,69.73841857910156,148.46536254882812,30.9099063873291,58.4887809753418,99.56034851074219,143.2899932861328,0,0,,,4.375806329054344,0.7162222133621315,0.5536604772129341,6968.8759765625,,,,0.5874706331409746
